POSITION_X,POSITION_Y,POSITION_T
312.628,808.328,1000
317.472,806.389,1001
327.608,799.482,1002
333.173,790.584,1003
346.108,792.349,1004
344.385,797.46,1005
340.756,798.085,1006
345.851,803.255,1007
339.498,805.401,1008
341.004,805.185,1009
326.289,819.615,1010
318.848,821.773,1011
318.304,819.33,1012
318.717,803.248,1013
314.446,796.852,1014
316.808,788.844,1015
321.34,783.384,1016
325.209,780.161,1017
326.86,783.752,1018
333.772,787.592,1019
340.729,788.434,1020
337.647,793.446,1021
330.257,791.13,1022
328.068,800.914,1023
323.613,808.273,1024
318.714,810.663,1025
313.827,814.613,1026
305.349,814.475,1027
301.43,810.988,1028
296.318,808.719,1029
289.29,799.776,1030
286.761,797.538,1031
286.203,785.692,1032
290.705,789.369,1033
295.833,785.281,1034
301.361,781.498,1035
305.348,776.875,1036
312.158,777.468,1037
305.403,777.602,1038
304.194,796.747,1039
302.752,807.681,1040
297.456,811.403,1041
290.768,814.58,1042
286.449,813.452,1043
281.098,816.18,1044
274.975,807.957,1045
266.523,804.272,1046
265.417,798.786,1047
260.522,796.126,1048
277.059,797.005,1049
291.992,802.665,1050
295.578,801.878,1051
275.214,814.752,1052
263.502,822.518,1053
257.95,822.383,1054
256.951,824.035,1055
255.556,823.882,1056
251.613,822.017,1057
249.427,817.809,1058
